标题／微博内容,信息属性,原创/转发,发布日期,原微博内容,认证类型,地域,城市,性别,全文内容,粉丝数,微博数,转,评,赞,话题,微博情绪,精准地域,中图地址,MD5-作者ID,MD5-mid,MD5-根微博mid,MD5-根微博用户UID,MD5-父微博ID,MD5-父微博用户ID,,bot
转发微博 ,非敏感,转发,10/12/2020 10:37,@虎扑篮球 詹姆斯：湖人希望获得尊重，我也希望获得这些该死的尊重在今日结束的NBA总决赛第六战，最终湖人106-93击败热火，夺得NBA总冠军。赛后，湖人球员勒布朗-詹姆斯在庆祝讲台上谈到了湖人的重返巅峰。“我们希望获得尊重，罗勃-佩琳卡也希望获得尊重，湖人主教练弗兰克-沃格尔希望获得尊重，湖人这支球队希望获得尊重，湖人国度也希望获得尊重。我也希望获得这些该死的尊重。”詹姆斯在台上发言道。本场比赛，詹姆斯出场41分钟，得到28分14篮板10助攻。#上虎扑看篮球新闻#,普通,安徽,铜陵,男,转发微博 【原微博】 @虎扑篮球 詹姆斯：湖人希望获得尊重，我也希望获得这些该死的尊重在今日结束的NBA总决赛第六战，最终湖人106-93击败热火，夺得NBA总冠军。赛后，湖人球员勒布朗-詹姆斯在庆祝讲台上谈到了湖人的重返巅峰。“我们希望获得尊重，罗勃-佩琳卡也希望获得尊重，湖人主教练弗兰克-沃格尔希望获得尊重，湖人这支球队希望获得尊重，湖人国度也希望获得尊重。我也希望获得这些该死的尊重。”詹姆斯在台上发言道。本场比赛，詹姆斯出场41分钟，得到28分14篮板10助攻。#上虎扑看篮球新闻#,437,1930,0,0,0,上虎扑看篮球新闻,喜悦,其他,"[http://wx1.sinaimg.cn/bmiddle/001N8TbXly1gjmchd2x52j60iz0sggoc02.jpg""]""",fd018da20776b011450a4872f6892073,3f6117698dfc31e6701332ec669e6c13,43df840c33ad4b62116b95d7fc4c234b,37dcab3e9354825d8e062218f0325e07,43df840c33ad4b62116b95d7fc4c234b,37dcab3e9354825d8e062218f0325e07,,1
转发微博 ,非敏感,转发,10/12/2020 14:04,@新浪NBA 湖人总冠军写真来了！收藏收藏！#湖人总冠军##詹姆斯当选总决赛MVP# ????,普通,安徽,铜陵,男,转发微博 【原微博】 @新浪NBA 湖人总冠军写真来了！收藏收藏！#湖人总冠军##詹姆斯当选总决赛MVP# ????,437,1930,0,0,0,湖人总冠军;詹姆斯当选总决赛MVP,喜悦,其他,"[http://wx3.sinaimg.cn/bmiddle/001TvsK6ly1gjmie29863j60iz0sg7gy02.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/001TvsK6ly1gjmie1envoj60iz0sgk3702.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/001TvsK6ly1gjmie0x1iwj60iz0sg4a002.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/001TvsK6ly1gjmie0kbxzj60iz0sg4ba02.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/001TvsK6ly1gjmie34nlzj60iz0sg16a02.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/001TvsK6ly1gjmie08fm4j60iz0sgqew02.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/001TvsK6ly1gjmie1dhffj60iz0sgtki02.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/001TvsK6ly1gjmie1ew7cj60iz0sgwqo02.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/001TvsK6ly1gjmie2zg3mj60sg0izna302.jpg""]""",fd018da20776b011450a4872f6892073,cd69b676c200b431014a650d0265205b,ae1ac2ca502a79131a5dbad87a982c8c,a9bfe903d5d483077b849857202045c2,ae1ac2ca502a79131a5dbad87a982c8c,a9bfe903d5d483077b849857202045c2,,1
1//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 ,非敏感,转发,8/31/2020 13:54,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,普通,甘肃,兰州,男,1//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 【原微博】 @TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,506,2884,0,0,0,周杰伦王俊凯代言LOL;王俊凯[超话];英雄联盟9周年,悲伤,其他,"[http://wx2.sinaimg.cn/bmiddle/9b884b3bly1gi6wk5xurlj22bc1awkjn.jpg""]""",fcd9fa55fde17aa5ecfc26150e7a347b,b5209fc46de7f80dc3ca8ea15d95cdee,308855dae3e915c6570d9ad83828849d,56a72191f073d1c3185bba3171aafbb9,aa0d058d82c79db4a078bf1b8829fd3b,ffd79153385ac038dea2fbe3e20ddaf8,,1
3//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 ,非敏感,转发,8/31/2020 13:54,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,普通,甘肃,兰州,男,3//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 【原微博】 @TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,506,2884,0,0,0,周杰伦王俊凯代言LOL;王俊凯[超话];英雄联盟9周年,悲伤,其他,"[http://wx2.sinaimg.cn/bmiddle/9b884b3bly1gi6wk5xurlj22bc1awkjn.jpg""]""",fcd9fa55fde17aa5ecfc26150e7a347b,56b87f0a9e97a005471c74aaeabc4bf9,308855dae3e915c6570d9ad83828849d,56a72191f073d1c3185bba3171aafbb9,aa0d058d82c79db4a078bf1b8829fd3b,ffd79153385ac038dea2fbe3e20ddaf8,,1
14//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 ,非敏感,转发,8/31/2020 13:55,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,普通,甘肃,兰州,男,14//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 【原微博】 @TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,506,2884,0,0,0,周杰伦王俊凯代言LOL;王俊凯[超话];英雄联盟9周年,悲伤,其他,"[http://wx2.sinaimg.cn/bmiddle/9b884b3bly1gi6wk5xurlj22bc1awkjn.jpg""]""",fcd9fa55fde17aa5ecfc26150e7a347b,2625ceec0a7ab487b797cc20f5229376,308855dae3e915c6570d9ad83828849d,56a72191f073d1c3185bba3171aafbb9,aa0d058d82c79db4a078bf1b8829fd3b,ffd79153385ac038dea2fbe3e20ddaf8,,1
10//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 ,非敏感,转发,8/31/2020 13:55,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,普通,甘肃,兰州,男,10//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 【原微博】 @TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,506,2884,0,0,0,周杰伦王俊凯代言LOL;王俊凯[超话];英雄联盟9周年,悲伤,其他,"[http://wx2.sinaimg.cn/bmiddle/9b884b3bly1gi6wk5xurlj22bc1awkjn.jpg""]""",fcd9fa55fde17aa5ecfc26150e7a347b,e876ab0dd8df79da86f89215089ee607,308855dae3e915c6570d9ad83828849d,56a72191f073d1c3185bba3171aafbb9,aa0d058d82c79db4a078bf1b8829fd3b,ffd79153385ac038dea2fbe3e20ddaf8,,1
15//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 ,非敏感,转发,8/31/2020 13:55,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,普通,甘肃,兰州,男,15//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 【原微博】 @TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,506,2884,0,0,0,周杰伦王俊凯代言LOL;王俊凯[超话];英雄联盟9周年,悲伤,其他,"[http://wx2.sinaimg.cn/bmiddle/9b884b3bly1gi6wk5xurlj22bc1awkjn.jpg""]""",fcd9fa55fde17aa5ecfc26150e7a347b,c7ab99125a48ea247e533315ad5434ba,308855dae3e915c6570d9ad83828849d,56a72191f073d1c3185bba3171aafbb9,aa0d058d82c79db4a078bf1b8829fd3b,ffd79153385ac038dea2fbe3e20ddaf8,,1
16//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 ,非敏感,转发,8/31/2020 13:55,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,普通,甘肃,兰州,男,16//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 【原微博】 @TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,506,2884,0,0,0,周杰伦王俊凯代言LOL;王俊凯[超话];英雄联盟9周年,悲伤,其他,"[http://wx2.sinaimg.cn/bmiddle/9b884b3bly1gi6wk5xurlj22bc1awkjn.jpg""]""",fcd9fa55fde17aa5ecfc26150e7a347b,739cb61ee31da3004e690f670b47e615,308855dae3e915c6570d9ad83828849d,56a72191f073d1c3185bba3171aafbb9,aa0d058d82c79db4a078bf1b8829fd3b,ffd79153385ac038dea2fbe3e20ddaf8,,1
13//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 ,非敏感,转发,8/31/2020 13:55,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,普通,甘肃,兰州,男,13//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 【原微博】 @TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,506,2884,0,0,0,周杰伦王俊凯代言LOL;王俊凯[超话];英雄联盟9周年,悲伤,其他,"[http://wx2.sinaimg.cn/bmiddle/9b884b3bly1gi6wk5xurlj22bc1awkjn.jpg""]""",fcd9fa55fde17aa5ecfc26150e7a347b,538fb2f8c6d4108525403eea14aa91fb,308855dae3e915c6570d9ad83828849d,56a72191f073d1c3185bba3171aafbb9,aa0d058d82c79db4a078bf1b8829fd3b,ffd79153385ac038dea2fbe3e20ddaf8,,1
11//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 ,非敏感,转发,8/31/2020 13:55,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,普通,甘肃,兰州,男,11//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 【原微博】 @TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,506,2884,0,0,0,周杰伦王俊凯代言LOL;王俊凯[超话];英雄联盟9周年,悲伤,其他,"[http://wx2.sinaimg.cn/bmiddle/9b884b3bly1gi6wk5xurlj22bc1awkjn.jpg""]""",fcd9fa55fde17aa5ecfc26150e7a347b,111311e271a2818ce1a6cbdca2f78a0b,308855dae3e915c6570d9ad83828849d,56a72191f073d1c3185bba3171aafbb9,aa0d058d82c79db4a078bf1b8829fd3b,ffd79153385ac038dea2fbe3e20ddaf8,,1
20//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 ,非敏感,转发,8/31/2020 13:56,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,普通,甘肃,兰州,男,20//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 【原微博】 @TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,506,2884,0,0,0,周杰伦王俊凯代言LOL;王俊凯[超话];英雄联盟9周年,悲伤,其他,"[http://wx2.sinaimg.cn/bmiddle/9b884b3bly1gi6wk5xurlj22bc1awkjn.jpg""]""",fcd9fa55fde17aa5ecfc26150e7a347b,db32c9dad325d2ffd22c2a0cada8c312,308855dae3e915c6570d9ad83828849d,56a72191f073d1c3185bba3171aafbb9,aa0d058d82c79db4a078bf1b8829fd3b,ffd79153385ac038dea2fbe3e20ddaf8,,1
10//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 ,非敏感,转发,8/31/2020 14:04,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,普通,甘肃,兰州,男,10//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 【原微博】 @TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,506,2884,0,0,0,周杰伦王俊凯代言LOL;王俊凯[超话];英雄联盟9周年,悲伤,其他,"[http://wx2.sinaimg.cn/bmiddle/9b884b3bly1gi6wk5xurlj22bc1awkjn.jpg""]""",fcd9fa55fde17aa5ecfc26150e7a347b,70c886d079d2410e42e43b4968d5efe1,308855dae3e915c6570d9ad83828849d,56a72191f073d1c3185bba3171aafbb9,aa0d058d82c79db4a078bf1b8829fd3b,ffd79153385ac038dea2fbe3e20ddaf8,,1
6//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 ,非敏感,转发,8/31/2020 14:54,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,普通,甘肃,兰州,男,6//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 【原微博】 @TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,506,2884,0,0,0,周杰伦王俊凯代言LOL;王俊凯[超话];英雄联盟9周年,悲伤,其他,"[http://wx2.sinaimg.cn/bmiddle/9b884b3bly1gi6wk5xurlj22bc1awkjn.jpg""]""",fcd9fa55fde17aa5ecfc26150e7a347b,28625f736ad810eebee616ffa89b9a18,308855dae3e915c6570d9ad83828849d,56a72191f073d1c3185bba3171aafbb9,aa0d058d82c79db4a078bf1b8829fd3b,ffd79153385ac038dea2fbe3e20ddaf8,,1
18//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 ,非敏感,转发,8/31/2020 14:55,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,普通,甘肃,兰州,男,18//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 【原微博】 @TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,506,2884,0,0,0,周杰伦王俊凯代言LOL;王俊凯[超话];英雄联盟9周年,悲伤,其他,"[http://wx2.sinaimg.cn/bmiddle/9b884b3bly1gi6wk5xurlj22bc1awkjn.jpg""]""",fcd9fa55fde17aa5ecfc26150e7a347b,2577e2908a93918448c1604db9cf235d,308855dae3e915c6570d9ad83828849d,56a72191f073d1c3185bba3171aafbb9,aa0d058d82c79db4a078bf1b8829fd3b,ffd79153385ac038dea2fbe3e20ddaf8,,1
